gestora,title,publisher,published_date,url
JGP Asset Management,Veja 3 fatores que indicam a retomada do Crédito Privado - Expert XP,Expert XP,06/06/2023,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vY29udGV1ZG9zLnhwaS5jb20uYnIvcmVuZGEtZml4YS9yZWxhdG9yaW9zL3ZlamEtMy1mYXRvcmVzLXF1ZS1pbmRpY2FtLWEtcmV0b21hZGEtZG8tY3JlZGl0by1wcml2YWRvL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,Mercado de crédito mostra recuperação em maio - Expert XP,Expert XP,25/05/2023,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vY29udGV1ZG9zLnhwaS5jb20uYnIvcmVuZGEtZml4YS9yZWxhdG9yaW9zL21lcmNhZG8tZGUtY3JlZGl0by1tb3N0cmEtcmVjdXBlcmFjYW8tZW0tbWFpby_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"JGP diz que sua exposição à Light é de 0,35% do AUM - Revista Investidor Institucional",Revista Investidor Institucional,19/05/2023,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5pbnZlc3RpZG9yaW5zdGl0dWNpb25hbC5jb20uYnIvc2Vzc29lcy9tZXJjYWRvcy9nZXN0b3Jlcy8zOTk1Ny1qZ3AtZGl6LXF1ZS1zdWEtZXhwb3NpY2FvLWEtbGlnaHQtZS1kZS0wLTM1LWRvLWF1bS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"BTG supera tri turbulento com receita recorde e ROE de 20,9% - Brazil Journal",Brazil Journal,08/05/2023,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vYnJhemlsam91cm5hbC5jb20vYnRnLXN1cGVyYS10cmktdHVyYnVsZW50by1jb20tcmVjZWl0YS1yZWNvcmRlLWUtcm9lLWRlLTIwOS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"Na Navigator Capital, it's 'tchau gringo, hello gringo' - Brazil Journal",Brazil Journal,05/05/2023,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vYnJhemlsam91cm5hbC5jb20vbmEtbmF2aWdhdG9yLWNhcGl0YWwtaXRzLXRjaGF1LWdyaW5nby1oZWxsby1ncmluZ28v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"Dividendos de Fiagros vão a 1,38% em abril; sem IR, retorno equivale a 1,63%, o maior já registrado - InfoMoney",InfoMoney,26/04/2023,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmluZm9tb25leS5jb20uYnIvb25kZS1pbnZlc3Rpci9tZWxob3Jlcy1kaXZpZGVuZG9zLWZpYWdyb3MtYWJyaWwtMjAyMy_SAVZodHRwczovL3d3dy5pbmZvbW9uZXkuY29tLmJyL29uZGUtaW52ZXN0aXIvbWVsaG9yZXMtZGl2aWRlbmRvcy1maWFncm9zLWFicmlsLTIwMjMvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"OPINIÃO: Welcome to Brazil, Shein - Brazil Journal",Brazil Journal,22/04/2023,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vYnJhemlsam91cm5hbC5jb20vd2VsY29tZS10by1icmF6aWwtc2hlaW4v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"Luis Stuhlberger vai ""captar"" de novo. Mas não é para a Verde Asset - NeoFeed",NeoFeed,14/04/2023,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vbmVvZmVlZC5jb20uYnIvaW5zaWRlcnMvbHVpcy1zdHVobGJlcmdlci12YWktY2FwdGFyLWRlLW5vdm8tbWFzLW5hby1lLXBhcmEtYS12ZXJkZS1hc3NldC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en
JGP Asset Management,"UBS será 'powerhouse' na gestão de recursos, diz JP Morgan - Brazil Journal",Brazil Journal,14/04/2023,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vYnJhemlsam91cm5hbC5jb20vdWJzLXNlcmEtcG93ZXJob3VzZS1uYS1nZXN0YW8tZGUtcmVjdXJzb3MtZGl6LWpwLW1vcmdhbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en
