gestora,title,publisher,published_date,url
O3 Capital,Gestora de Abilio Diniz e família contrata ex-Citi e lançará quatro fundos - Bloomberg Línea Brasil,Bloomberg Línea Brasil,02/06/2023,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmJsb29tYmVyZ2xpbmVhLmNvbS5ici8yMDIzLzA2LzAyL2dlc3RvcmEtZGUtYWJpbGlvLWRpbml6LWUtZmFtaWxpYS1hbXBsaWEtZXF1aXBlLWUtbGFuY2FyYS1xdWF0cm8tZnVuZG9zL9IBhAFodHRwczovL3d3dy5ibG9vbWJlcmdsaW5lYS5jb20uYnIvMjAyMy8wNi8wMi9nZXN0b3JhLWRlLWFiaWxpby1kaW5pei1lLWZhbWlsaWEtYW1wbGlhLWVxdWlwZS1lLWxhbmNhcmEtcXVhdHJvLWZ1bmRvcy8_b3V0cHV0VHlwZT1hbXA?oc=5&hl=en-US&gl=US&ceid=US:en
O3 Capital,Financeiro - Broadcast,Broadcast,25/05/2023,https://news.google.com/rss/articles/CBMiUGh0dHA6Ly9icm9hZGNhc3QuY29tLmJyL2NhZGVybm9zL2ZpbmFuY2Vpcm8vP2lkPVltbDNXbEpxVVdSbWNXRXZhRU5hT0hKSlJsSndRVDA50gEA?oc=5&hl=en-US&gl=US&ceid=US:en
O3 Capital,Maiores economias da AL surpreendem com crescimento forte - Yahoo Finanças,Yahoo Finanças,28/04/2023,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYnIuZmluYW5jYXMueWFob28uY29tL25vdGljaWFzL21haW9yZXMtZWNvbm9taWFzLWRhLWFsLXN1cnByZWVuZGVtLTE2MTc0NzkxNy5odG1s0gFhaHR0cHM6Ly9ici5maW5hbmNhcy55YWhvby5jb20vYW1waHRtbC9ub3RpY2lhcy9tYWlvcmVzLWVjb25vbWlhcy1kYS1hbC1zdXJwcmVlbmRlbS0xNjE3NDc5MTcuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en
