gestora,title,publisher,published_date,url
BV Asset,Notícias Diárias do Setor Financeiro | 05/06 - 09/06 - XP Investimentos - Expert XP,Expert XP,05/06/2023,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vY29udGV1ZG9zLnhwaS5jb20uYnIvYWNvZXMvcmVsYXRvcmlvcy9ub3RpY2lhcy1kaWFyaWFzLWRvLXNldG9yLWZpbmFuY2Vpcm8tMDUtMDYtMDktMDYv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en
BV Asset,Itaú Unibanco e Pezco vencem 17ª edição do Prêmio Broadcast Projeções - Terra,Terra,01/06/2023,https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy50ZXJyYS5jb20uYnIvZWNvbm9taWEvZGluaGVpcm8tZW0tYWNhby9pdGF1LXVuaWJhbmNvLWUtcGV6Y28tdmVuY2VtLTE3LWVkaWNhby1kby1wcmVtaW8tYnJvYWRjYXN0LXByb2plY29lcyxiMzdlNzQ4OWQzYzMzYzg1OTgyYzA4Mzc1MGUyYmQwMjMxM3pla2RmLmh0bWzSAakBaHR0cHM6Ly93d3cudGVycmEuY29tLmJyL2FtcC9lY29ub21pYS9kaW5oZWlyby1lbS1hY2FvL2l0YXUtdW5pYmFuY28tZS1wZXpjby12ZW5jZW0tMTctZWRpY2FvLWRvLXByZW1pby1icm9hZGNhc3QtcHJvamVjb2VzLGIzN2U3NDg5ZDNjMzNjODU5ODJjMDgzNzUwZTJiZDAyMzEzemVrZGYuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en
BV Asset,Notícias Diárias do Setor Financeiro | 29/05 - 02/06 - XP Investimentos - Expert XP,Expert XP,29/05/2023,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vY29udGV1ZG9zLnhwaS5jb20uYnIvYWNvZXMvcmVsYXRvcmlvcy9ub3RpY2lhcy1kaWFyaWFzLWRvLXNldG9yLWZpbmFuY2Vpcm8tMjktMDUtMDItMDYv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en
BV Asset,Real Digital: BC divulga lista de participantes - Eu Quero Investir,Eu Quero Investir,24/05/2023,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZXVxdWVyb2ludmVzdGlyLmNvbS9lY29ub21pYS9yZWFsLWRpZ2l0YWwtcHJvamV0by1waWxvdG8tcGFydGljaXBhbnRlc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en
BV Asset,ABBC organiza consórcio de bancos no piloto do Real Digital - Istoé Dinheiro,Istoé Dinheiro,24/05/2023,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmlzdG9lZGluaGVpcm8uY29tLmJyL2FiYmMtb3JnYW5pemEtY29uc29yY2lvLWRlLWJhbmNvcy1uby1waWxvdG8tZG8tcmVhbC1kaWdpdGFsL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en
BV Asset,Constância contrata executivos para nova área de multi-ativos - Revista Investidor Institucional,Revista Investidor Institucional,23/04/2023,https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5pbnZlc3RpZG9yaW5zdGl0dWNpb25hbC5jb20uYnIvc2Vzc29lcy9tZXJjYWRvcy9nZXN0b3Jlcy8zOTgyOC1jb25zdGFuY2lhLWNvbnRyYXRhLWV4ZWN1dGl2b3MtcGFyYS1ub3ZhLWFyZWEtZGUtbXVsdGktYXRpdm9zLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en
