gestora,title,publisher,published_date,url
Sueste Capital,"Como a Verde Asset, de Luis Stuhlberger, perdeu R$ 24 bilhões – Investimentos – Estadão E-Investidor – As principais notícias do mercado financeiro - E-Investidor",E-Investidor,09/05/2023,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vZWludmVzdGlkb3IuZXN0YWRhby5jb20uYnIvaW52ZXN0aW1lbnRvcy92ZXJkZS1hc3NldC1sdWlzLXN0dWhsYmVyZ2VyLXBlcmRlLTI0LWJpbGhvZXMv0gFiaHR0cHM6Ly9laW52ZXN0aWRvci5lc3RhZGFvLmNvbS5ici9pbnZlc3RpbWVudG9zL3ZlcmRlLWFzc2V0LWx1aXMtc3R1aGxiZXJnZXItcGVyZGUtMjQtYmlsaG9lcy9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en
